state,startdate,enddate,pollster,grade,samplesize,population,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump,samplesizeadj,day,c_minus_t_raw,c_minus_t_adj
U.S.,2016-05-16,2016-05-19,ABC News/Washington Post,A+,829.0,rv,44.0,46.0,43.38139,48.4281,829.0,2016-05-16,-2.0,-5.046709999999997
U.S.,2016-05-16,2016-05-19,ABC News/Washington Post,A+,829.0,rv,44.0,46.0,43.38139,48.4281,829.0,2016-05-17,-2.0,-5.046709999999997
U.S.,2016-05-16,2016-05-19,ABC News/Washington Post,A+,829.0,rv,44.0,46.0,43.38139,48.4281,829.0,2016-05-18,-2.0,-5.046709999999997
U.S.,2016-05-16,2016-05-19,ABC News/Washington Post,A+,829.0,rv,44.0,46.0,43.38139,48.4281,829.0,2016-05-19,-2.0,-5.046709999999997
Virginia,2016-08-11,2016-08-14,ABC News/Washington Post,A+,707.0,lv,46.0,39.0,45.97437,42.36064,707.0,2016-08-11,7.0,3.613730000000004
Virginia,2016-08-11,2016-08-14,ABC News/Washington Post,A+,707.0,lv,46.0,39.0,45.97437,42.36064,707.0,2016-08-12,7.0,3.613730000000004
Virginia,2016-08-11,2016-08-14,ABC News/Washington Post,A+,707.0,lv,46.0,39.0,45.97437,42.36064,707.0,2016-08-13,7.0,3.613730000000004
Virginia,2016-08-11,2016-08-14,ABC News/Washington Post,A+,707.0,lv,46.0,39.0,45.97437,42.36064,707.0,2016-08-14,7.0,3.613730000000004
Virginia,2016-10-27,2016-10-30,ABC News/Washington Post,A+,1024.0,lv,48.0,42.0,46.39152,41.58078,1024.0,2016-10-27,6.0,4.810740000000003
Virginia,2016-10-27,2016-10-30,ABC News/Washington Post,A+,1024.0,lv,48.0,42.0,46.39152,41.58078,1024.0,2016-10-28,6.0,4.810740000000003
Virginia,2016-10-27,2016-10-30,ABC News/Washington Post,A+,1024.0,lv,48.0,42.0,46.39152,41.58078,1024.0,2016-10-29,6.0,4.810740000000003
Virginia,2016-10-27,2016-10-30,ABC News/Washington Post,A+,1024.0,lv,48.0,42.0,46.39152,41.58078,1024.0,2016-10-30,6.0,4.810740000000003
New Hampshire,2016-10-31,2016-11-02,American Research Group,C+,600.0,lv,43.0,48.0,40.37428,44.45845,600.0,2016-10-31,-5.0,-4.08417
New Hampshire,2016-10-31,2016-11-02,American Research Group,C+,600.0,lv,43.0,48.0,40.37428,44.45845,600.0,2016-11-01,-5.0,-4.08417
New Hampshire,2016-10-31,2016-11-02,American Research Group,C+,600.0,lv,43.0,48.0,40.37428,44.45845,600.0,2016-11-02,-5.0,-4.08417
New Hampshire,2016-06-24,2016-06-28,American Research Group,C+,533.0,rv,47.0,42.0,47.38501,43.88943,533.0,2016-06-24,5.0,3.495580000000004
New Hampshire,2016-06-24,2016-06-28,American Research Group,C+,533.0,rv,47.0,42.0,47.38501,43.88943,533.0,2016-06-25,5.0,3.495580000000004
New Hampshire,2016-06-24,2016-06-28,American Research Group,C+,533.0,rv,47.0,42.0,47.38501,43.88943,533.0,2016-06-26,5.0,3.495580000000004
New Hampshire,2016-06-24,2016-06-28,American Research Group,C+,533.0,rv,47.0,42.0,47.38501,43.88943,533.0,2016-06-27,5.0,3.495580000000004
New Hampshire,2016-06-24,2016-06-28,American Research Group,C+,533.0,rv,47.0,42.0,47.38501,43.88943,533.0,2016-06-28,5.0,3.495580000000004
New Hampshire,2016-09-20,2016-09-25,American Research Group,C+,522.0,rv,46.0,42.0,48.75175,45.42633,522.0,2016-09-20,4.0,3.325420000000001
New Hampshire,2016-09-20,2016-09-25,American Research Group,C+,522.0,rv,46.0,42.0,48.75175,45.42633,522.0,2016-09-21,4.0,3.325420000000001
New Hampshire,2016-09-20,2016-09-25,American Research Group,C+,522.0,rv,46.0,42.0,48.75175,45.42633,522.0,2016-09-22,4.0,3.325420000000001
New Hampshire,2016-09-20,2016-09-25,American Research Group,C+,522.0,rv,46.0,42.0,48.75175,45.42633,522.0,2016-09-23,4.0,3.325420000000001
New Hampshire,2016-09-20,2016-09-25,American Research Group,C+,522.0,rv,46.0,42.0,48.75175,45.42633,522.0,2016-09-24,4.0,3.325420000000001
New Hampshire,2016-09-20,2016-09-25,American Research Group,C+,522.0,rv,46.0,42.0,48.75175,45.42633,522.0,2016-09-25,4.0,3.325420000000001
U.S.,2016-10-17,2016-10-20,American Research Group,C+,1006.0,lv,49.0,42.0,46.49783,41.0345,1006.0,2016-10-17,7.0,5.463329999999999
U.S.,2016-10-17,2016-10-20,American Research Group,C+,1006.0,lv,49.0,42.0,46.49783,41.0345,1006.0,2016-10-18,7.0,5.463329999999999
U.S.,2016-10-17,2016-10-20,American Research Group,C+,1006.0,lv,49.0,42.0,46.49783,41.0345,1006.0,2016-10-19,7.0,5.463329999999999
U.S.,2016-10-17,2016-10-20,American Research Group,C+,1006.0,lv,49.0,42.0,46.49783,41.0345,1006.0,2016-10-20,7.0,5.463329999999999
U.S.,2016-05-17,2016-05-20,American Research Group,C+,980.0,rv,46.0,46.0,46.11394,47.53329,980.0,2016-05-17,0.0,-1.4193500000000014
U.S.,2016-05-17,2016-05-20,American Research Group,C+,980.0,rv,46.0,46.0,46.11394,47.53329,980.0,2016-05-18,0.0,-1.4193500000000014
U.S.,2016-05-17,2016-05-20,American Research Group,C+,980.0,rv,46.0,46.0,46.11394,47.53329,980.0,2016-05-19,0.0,-1.4193500000000014
U.S.,2016-05-17,2016-05-20,American Research Group,C+,980.0,rv,46.0,46.0,46.11394,47.53329,980.0,2016-05-20,0.0,-1.4193500000000014
U.S.,2016-06-17,2016-06-20,American Research Group,C+,987.0,rv,50.0,41.0,50.64273,42.94807,987.0,2016-06-17,9.0,7.694659999999999
U.S.,2016-06-17,2016-06-20,American Research Group,C+,987.0,rv,50.0,41.0,50.64273,42.94807,987.0,2016-06-18,9.0,7.694659999999999
U.S.,2016-06-17,2016-06-20,American Research Group,C+,987.0,rv,50.0,41.0,50.64273,42.94807,987.0,2016-06-19,9.0,7.694659999999999
U.S.,2016-06-17,2016-06-20,American Research Group,C+,987.0,rv,50.0,41.0,50.64273,42.94807,987.0,2016-06-20,9.0,7.694659999999999
U.S.,2016-07-17,2016-07-20,American Research Group,C+,990.0,rv,43.0,42.0,43.98731,43.46699,990.0,2016-07-17,1.0,0.5203199999999981
U.S.,2016-07-17,2016-07-20,American Research Group,C+,990.0,rv,43.0,42.0,43.98731,43.46699,990.0,2016-07-18,1.0,0.5203199999999981
U.S.,2016-07-17,2016-07-20,American Research Group,C+,990.0,rv,43.0,42.0,43.98731,43.46699,990.0,2016-07-19,1.0,0.5203199999999981
U.S.,2016-07-17,2016-07-20,American Research Group,C+,990.0,rv,43.0,42.0,43.98731,43.46699,990.0,2016-07-20,1.0,0.5203199999999981
U.S.,2016-08-17,2016-08-20,American Research Group,C+,994.0,rv,47.0,42.0,46.99762,43.72621,994.0,2016-08-17,5.0,3.271409999999996
U.S.,2016-08-17,2016-08-20,American Research Group,C+,994.0,rv,47.0,42.0,46.99762,43.72621,994.0,2016-08-18,5.0,3.271409999999996
U.S.,2016-08-17,2016-08-20,American Research Group,C+,994.0,rv,47.0,42.0,46.99762,43.72621,994.0,2016-08-19,5.0,3.271409999999996
U.S.,2016-08-17,2016-08-20,American Research Group,C+,994.0,rv,47.0,42.0,46.99762,43.72621,994.0,2016-08-20,5.0,3.271409999999996
U.S.,2016-09-17,2016-09-20,American Research Group,C+,990.0,rv,47.0,44.0,47.17146,44.57127,990.0,2016-09-17,3.0,2.600190000000005
U.S.,2016-09-17,2016-09-20,American Research Group,C+,990.0,rv,47.0,44.0,47.17146,44.57127,990.0,2016-09-18,3.0,2.600190000000005
U.S.,2016-09-17,2016-09-20,American Research Group,C+,990.0,rv,47.0,44.0,47.17146,44.57127,990.0,2016-09-19,3.0,2.600190000000005
U.S.,2016-09-17,2016-09-20,American Research Group,C+,990.0,rv,47.0,44.0,47.17146,44.57127,990.0,2016-09-20,3.0,2.600190000000005
Washington,2016-06-15,2016-06-20,American Strategies,,804.0,lv,48.0,36.0,48.27123,37.35423,804.0,2016-06-15,12.0,10.917000000000002
Washington,2016-06-15,2016-06-20,American Strategies,,804.0,lv,48.0,36.0,48.27123,37.35423,804.0,2016-06-16,12.0,10.917000000000002
Washington,2016-06-15,2016-06-20,American Strategies,,804.0,lv,48.0,36.0,48.27123,37.35423,804.0,2016-06-17,12.0,10.917000000000002
Washington,2016-06-15,2016-06-20,American Strategies,,804.0,lv,48.0,36.0,48.27123,37.35423,804.0,2016-06-18,12.0,10.917000000000002
Washington,2016-06-15,2016-06-20,American Strategies,,804.0,lv,48.0,36.0,48.27123,37.35423,804.0,2016-06-19,12.0,10.917000000000002
Washington,2016-06-15,2016-06-20,American Strategies,,804.0,lv,48.0,36.0,48.27123,37.35423,804.0,2016-06-20,12.0,10.917000000000002
U.S.,2016-11-01,2016-11-04,Angus Reid Global,A-,1151.0,lv,48.0,44.0,47.57171,43.68125,1151.0,2016-11-01,4.0,3.8904600000000045
U.S.,2016-11-01,2016-11-04,Angus Reid Global,A-,1151.0,lv,48.0,44.0,47.57171,43.68125,1151.0,2016-11-02,4.0,3.8904600000000045
U.S.,2016-11-01,2016-11-04,Angus Reid Global,A-,1151.0,lv,48.0,44.0,47.57171,43.68125,1151.0,2016-11-03,4.0,3.8904600000000045
U.S.,2016-11-01,2016-11-04,Angus Reid Global,A-,1151.0,lv,48.0,44.0,47.57171,43.68125,1151.0,2016-11-04,4.0,3.8904600000000045
Louisiana,2016-08-29,2016-09-01,Anzalone Liszt Grove Research,C,605.0,lv,40.0,46.0,39.24007,47.76813,605.0,2016-08-29,-6.0,-8.528059999999996
Louisiana,2016-08-29,2016-09-01,Anzalone Liszt Grove Research,C,605.0,lv,40.0,46.0,39.24007,47.76813,605.0,2016-08-30,-6.0,-8.528059999999996
Louisiana,2016-08-29,2016-09-01,Anzalone Liszt Grove Research,C,605.0,lv,40.0,46.0,39.24007,47.76813,605.0,2016-08-31,-6.0,-8.528059999999996
Louisiana,2016-08-29,2016-09-01,Anzalone Liszt Grove Research,C,605.0,lv,40.0,46.0,39.24007,47.76813,605.0,2016-09-01,-6.0,-8.528059999999996
Ohio,2016-09-27,2016-10-02,Anzalone Liszt Grove Research,C,800.0,lv,44.0,42.0,44.3691,45.61115,800.0,2016-09-27,2.0,-1.242049999999999
Ohio,2016-09-27,2016-10-02,Anzalone Liszt Grove Research,C,800.0,lv,44.0,42.0,44.3691,45.61115,800.0,2016-09-28,2.0,-1.242049999999999
Ohio,2016-09-27,2016-10-02,Anzalone Liszt Grove Research,C,800.0,lv,44.0,42.0,44.3691,45.61115,800.0,2016-09-29,2.0,-1.242049999999999
Ohio,2016-09-27,2016-10-02,Anzalone Liszt Grove Research,C,800.0,lv,44.0,42.0,44.3691,45.61115,800.0,2016-09-30,2.0,-1.242049999999999
Ohio,2016-09-27,2016-10-02,Anzalone Liszt Grove Research,C,800.0,lv,44.0,42.0,44.3691,45.61115,800.0,2016-10-01,2.0,-1.242049999999999
Ohio,2016-09-27,2016-10-02,Anzalone Liszt Grove Research,C,800.0,lv,44.0,42.0,44.3691,45.61115,800.0,2016-10-02,2.0,-1.242049999999999
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-17,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-18,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-19,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-20,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-21,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-22,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-23,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-24,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-25,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-26,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-27,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-28,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-29,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-30,3.1000000000000014,0.08961000000000041
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0,2016-08-31,3.1000000000000014,0.08961000000000041
Arizona,2016-10-10,2016-10-15,Arizona State University,C+,713.0,lv,43.4,37.8,43.58483,42.4731,713.0,2016-10-10,5.600000000000001,1.1117299999999943
Arizona,2016-10-10,2016-10-15,Arizona State University,C+,713.0,lv,43.4,37.8,43.58483,42.4731,713.0,2016-10-11,5.600000000000001,1.1117299999999943
Arizona,2016-10-10,2016-10-15,Arizona State University,C+,713.0,lv,43.4,37.8,43.58483,42.4731,713.0,2016-10-12,5.600000000000001,1.1117299999999943
Arizona,2016-10-10,2016-10-15,Arizona State University,C+,713.0,lv,43.4,37.8,43.58483,42.4731,713.0,2016-10-13,5.600000000000001,1.1117299999999943
Arizona,2016-10-10,2016-10-15,Arizona State University,C+,713.0,lv,43.4,37.8,43.58483,42.4731,713.0,2016-10-14,5.600000000000001,1.1117299999999943
Arizona,2016-10-10,2016-10-15,Arizona State University,C+,713.0,lv,43.4,37.8,43.58483,42.4731,713.0,2016-10-15,5.600000000000001,1.1117299999999943
Florida,2016-04-25,2016-04-27,Associated Industries of Florida,,604.0,lv,49.0,36.0,48.89493,39.81429,604.0,2016-04-25,13.0,9.080640000000002
Florida,2016-04-25,2016-04-27,Associated Industries of Florida,,604.0,lv,49.0,36.0,48.89493,39.81429,604.0,2016-04-26,13.0,9.080640000000002
Florida,2016-04-25,2016-04-27,Associated Industries of Florida,,604.0,lv,49.0,36.0,48.89493,39.81429,604.0,2016-04-27,13.0,9.080640000000002
Florida,2016-10-02,2016-10-05,Associated Industries of Florida,,1000.0,lv,44.0,41.0,45.27923,45.81394,1000.0,2016-10-02,3.0,-0.534710000000004
Florida,2016-10-02,2016-10-05,Associated Industries of Florida,,1000.0,lv,44.0,41.0,45.27923,45.81394,1000.0,2016-10-03,3.0,-0.534710000000004
Florida,2016-10-02,2016-10-05,Associated Industries of Florida,,1000.0,lv,44.0,41.0,45.27923,45.81394,1000.0,2016-10-04,3.0,-0.534710000000004
Florida,2016-10-02,2016-10-05,Associated Industries of Florida,,1000.0,lv,44.0,41.0,45.27923,45.81394,1000.0,2016-10-05,3.0,-0.534710000000004
Florida,2016-10-19,2016-10-19,Associated Industries of Florida,,1000.0,lv,44.0,41.0,44.38284,45.26431,1000.0,2016-10-19,3.0,-0.8814700000000002
Missouri,2016-10-27,2016-10-28,BK Strategies,,1698.0,lv,39.0,53.0,38.35085,51.20917,1698.0,2016-10-27,-14.0,-12.858319999999999
Missouri,2016-10-27,2016-10-28,BK Strategies,,1698.0,lv,39.0,53.0,38.35085,51.20917,1698.0,2016-10-28,-14.0,-12.858319999999999
Ohio,2016-02-11,2016-02-20,Baldwin Wallace University,,825.0,lv,37.0,39.0,36.18552,41.98728,825.0,2016-02-11,-2.0,-5.801760000000002
Ohio,2016-02-11,2016-02-20,Baldwin Wallace University,,825.0,lv,37.0,39.0,36.18552,41.98728,825.0,2016-02-12,-2.0,-5.801760000000002
Ohio,2016-02-11,2016-02-20,Baldwin Wallace University,,825.0,lv,37.0,39.0,36.18552,41.98728,825.0,2016-02-13,-2.0,-5.801760000000002
Ohio,2016-02-11,2016-02-20,Baldwin Wallace University,,825.0,lv,37.0,39.0,36.18552,41.98728,825.0,2016-02-14,-2.0,-5.801760000000002
Ohio,2016-02-11,2016-02-20,Baldwin Wallace University,,825.0,lv,37.0,39.0,36.18552,41.98728,825.0,2016-02-15,-2.0,-5.801760000000002
Ohio,2016-02-11,2016-02-20,Baldwin Wallace University,,825.0,lv,37.0,39.0,36.18552,41.98728,825.0,2016-02-16,-2.0,-5.801760000000002
Ohio,2016-02-11,2016-02-20,Baldwin Wallace University,,825.0,lv,37.0,39.0,36.18552,41.98728,825.0,2016-02-17,-2.0,-5.801760000000002
Ohio,2016-02-11,2016-02-20,Baldwin Wallace University,,825.0,lv,37.0,39.0,36.18552,41.98728,825.0,2016-02-18,-2.0,-5.801760000000002
Ohio,2016-02-11,2016-02-20,Baldwin Wallace University,,825.0,lv,37.0,39.0,36.18552,41.98728,825.0,2016-02-19,-2.0,-5.801760000000002
Ohio,2016-02-11,2016-02-20,Baldwin Wallace University,,825.0,lv,37.0,39.0,36.18552,41.98728,825.0,2016-02-20,-2.0,-5.801760000000002
